,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
15137,"-95.3694,29.7602",Thu May 14 19:02:32 +0000 2020,josiejotherescuedog hopemarietherescuecat normanthegreatrescuecat dogsofinstagram catsofinstagram adoptdontshop ilovemydog ilovemycats naptime coronavirus QuarantineLife,,https://www.instagram.com/p/CALeXg_D7KX/?igshid=17lnweb3t35e7,0,1261009014852390912,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Pet family! 🐕🐅🦁
#josiejotherescuedog 
#hopemarietherescuecat 
#normanthegreatrescuecat
#dogsofinstagram 
#catsofinstagram 
#adoptdontshop 
#ilovemydog 
#ilovemycats
#naptime #coronavirus
#QuarantineLife @ Houston,… https://t.co/gg9CBrlnqI",https://twitter.com/GeminiLass/status/1261009014852390912,Tue Apr 21 14:16:50 +0000 2009,GeminiLass,False,Attorney / Writer / MBA / Comedienne / Stander-Upper to Bullies / Upholder of the Constitution / Friend to Animals!,3957,727,2039,21,"Texas, USA",Gemini Lass,GeminiLass,5943,,http://www.facebook.com/#!/profile.php?id=1030246874,False
15208,"-97.73549055,30.26585335",Thu May 14 21:24:33 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RWgCS8,0,1261044756575973376,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",https://t.co/q1bIRBjDj8 Austin Public Health has created a chart to help people understand how much risk there is from the coronavirus on a general level and how people should https://t.co/K6T13mR6T4 #atx #austin #all512,https://twitter.com/all512tv/status/1261044756575973376,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15214,"-95.3694,29.7602",Thu May 14 20:31:01 +0000 2020,tbt coronavirus,,https://www.instagram.com/p/CALoQYSAs6v/?igshid=w9ljlfq15wml,0,1261031285226483712,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#tbt 
Back when we was killing the stage before #coronavirus 🤬🤬🤬🤬🤬🤬🤬🤬🤬 @ Houston, Texas https://t.co/iBwz4w7ZXG",https://twitter.com/RealGphatz/status/1261031285226483712,Sat Jul 21 19:48:32 +0000 2018,RealGphatz,False,World class word Speaker,104,30,39,0,"Houston, TX",Gphatz,RealGphatz,624,,https://open.spotify.com/artist/4zo3OZxLQ38TBvBGwY5wpO?si=JdYJ9JcXRAiuvrfV44nGRQ,False
15219,"-96.7977,32.7774",Thu May 14 21:05:30 +0000 2020,regular pallor signofthetimes,,https://www.instagram.com/p/CALscXJHg4_/?igshid=1lli1z2a8id92,0,1261039963543666688,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Back to my #regular #pallor - no more rainbow hair, just Covid mask #signofthetimes 😬 Black like my soul. @Kia Soul+ that is... @ Dallas, Texas https://t.co/wN8GvxNsmC",https://twitter.com/karinoxtoby/status/1261039963543666688,Thu Mar 19 17:23:27 +0000 2009,karinoxtoby,False,"Ex-pat living in the theme-park I call Dallas...selling remans around the world, living like there's always more out there & that today might be your last..",492,87,305,8,Dallas TX,Karin Oxtoby,karinoxtoby,2728,,,False
15235,"-97.73549055,30.26585335",Thu May 14 22:08:32 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RWgJWQ,0,1261055825482665984,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",https://t.co/q1bIRBjDj8 Businesses across Austin were temporarily forced to close their doors at the beginning of the COVID-19 pandemic in an effort to slow the spread of https://t.co/GXx1rPeomO #atx #austin #all512,https://twitter.com/all512tv/status/1261055825482665984,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15248,"-97.73549055,30.26585335",Thu May 14 21:32:03 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RWgDJh,0,1261046643413024768,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",https://t.co/q1bIRBjDj8 Austin Public Health has created a chart to help people understand how much risk there is from the coronavirus on a general level and how people should https://t.co/JUWSXlDZN8 #atx #austin #all512,https://twitter.com/all512tv/status/1261046643413024768,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15307,"-96.37221333,30.67375359",Thu May 14 23:32:33 +0000 2020,QuarantineArtClub ProPhotographer ProPhoto Texas BCSTX Beauty covid19 migori love,,https://www.instagram.com/p/CAL9RQlA8N4/?igshid=1nua3cc1ug042,0,1261076967757156352,,,,en,"Bryan, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Keep going! Each step may get harder but don't you dare to stop; the view at the top is beautiful.

Model: @mariv_88

#QuarantineArtClub #ProPhotographer #ProPhoto #Texas #BCSTX #Beauty #covid19 #migori #love… https://t.co/l2jh0dKL2G",https://twitter.com/eengphotography/status/1261076967757156352,Fri Aug 02 01:29:10 +0000 2019,eengphotography,False,"Computer Engineer with a Network Security Master's Degree, 6th Grade Teacher. Photographer for Bryan, College Station, Austin, and Houston areas.",32,13,120,0,"College Station, TX",Ernesto Neümann 📷,eengphotography,89,,https://ernestoneumannphotography.pixieset.com/,False
15316,"-97.27473,32.9773",Thu May 14 22:38:27 +0000 2020,,,https://www.instagram.com/p/CAL3FBcp1Nv/?igshid=r3aoguuhvgx7,0,1261063352614293504,,,,en,"Fort Worth, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Obesity Linked to Severe Coronavirus Disease, Especially for Younger Patients.
Young adults with obesity are more likely to be hospitalized, even if they have no other health problems, studies show.

🌎The TOP 10 most… https://t.co/Yug2KnBi3p",https://twitter.com/Street_Jitsu/status/1261063352614293504,Tue Apr 10 05:29:37 +0000 2012,Street_Jitsu,False,"Contact us for private lessons or group classes. Weight Loss & Fitness experts. Jiu-Jitsu, Boxing, MuayThai Kickboxing, Self-Defense, MMA. Roll with the punches",350,341,211,15,4000 Haslet-Roanoke Roanoke TX,Street Jitsu,Street_Jitsu,4871,,http://www.StreetJitsu.com,False
15350,"-95.3694,29.7602",Thu May 14 23:42:58 +0000 2020,Nurses covid19,,https://www.instagram.com/p/CAL-dsYAslc/?igshid=12p9t0oijxoun,0,1261079590950371328,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#Nurses are on the front lines trying to keep us all safe while they face serious threats. The #covid19 virus places a tremendous amount of stress on nurses. Join me and Nurse Practitioner  Stacey Santiago during a… https://t.co/2YXEzpmZiG,https://twitter.com/BillPrasadLPC/status/1261079590950371328,Sun Sep 13 23:51:46 +0000 2009,BillPrasadLPC,False,KHOU-TV Mental Health Expert/ leader/psychotherapist/ crisis response counselor / corporate trainer/ adjunct professor/spin instructor,572,153,289,0,"Houston, TX",Bill Prasad LPC,BillPrasadLPC,1651,,http://prasadcounseling.com,False
15364,"-95.62464,29.74889",Fri May 15 00:04:59 +0000 2020,covid19 tempgun video bidgeo fnpfamily teamtoostrong bobo,,https://www.instagram.com/p/CAMAQN3g-no/?igshid=cq23rtw9f1ch,1,1261085130506022912,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Just got the new Covid-19 Temp Gun 🔫! Laser accurate. Definitely recommend!
.
.
.
.
#covid19 #tempgun #video #bidgeo #fnpfamily #teamtoostrong #bobo @ Flip 'n Patties https://t.co/IUhRv33a04",https://twitter.com/FlipnPatties/status/1261085130506022912,Mon Jan 16 16:34:44 +0000 2012,FlipnPatties,False,Heaven in Your Mouth...,3252,6107,2044,321,1809 Eldridge Pkwy,Flip 'n Patties,FlipnPatties,11072,,http://www.FlipnPatties.com,False
15383,"-97.7475,30.2677",Fri May 15 01:51:15 +0000 2020,,,https://www.instagram.com/p/CAMNJRmHEza/?igshid=30815tm9mdau,0,1261111874130673664,,,,en,"Austin, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","What a great post! Check it out! 
Is the Cure Killing Us? How History can Help us Rethink our COVID response by peterhass1 Link in bio @ Austin, Texas https://t.co/l9ULA2fuQt",https://twitter.com/jasonhirsch/status/1261111874130673664,Wed Aug 06 04:54:41 +0000 2008,jasonhirsch,False,"Husband to an Angel, Father of 4. Lead Pastor @ https://t.co/U0A5FKBa1T Writer & International Leadership Trainer for https://t.co/u7OHopGs4F",39,7429,7558,86,"Austin, TX",Rev. Jason Hirsch,jasonhirsch,13738,,http://www.jasonhirsch.org,False
15393,"-96.72441054,32.86183958",Fri May 15 01:26:52 +0000 2020,covid19,,https://www.instagram.com/p/CAMKVg8jLkRJl90vTZzRw9zE1OqZbepDGOsoKI0/?igshid=larfz65llzmv,0,1261105736454565888,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",My boy’s 1st soccer practice since #covid19 pandemic. Conditioning only - all the burpees and such for now.. 6ft apart from teammates. • so good to see my boy in his cleats &amp; practice… https://t.co/O4ibybiZhr,https://twitter.com/sindyg04/status/1261105736454565888,Tue May 05 19:09:11 +0000 2009,sindyg04,False,Saved by grace,323,118,218,8,,Sindy Harris,sindyg04,2027,,,False
15439,"-97.73549055,30.26585335",Fri May 15 03:12:02 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RWgt7W,0,1261132201611034624,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",https://t.co/q1bIRBjDj8 We'll be updating this story throughout the day Thursday with the latest local news on the coronavirus pandemic. If you'd like to go through a roundup of https://t.co/DpqeoDPQkq #atx #austin #all512,https://twitter.com/all512tv/status/1261132201611034624,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15521,"-95.5915499,29.7704601",Fri May 15 04:21:25 +0000 2020,stayhomestaysafe friendsforever hostesswiththemostess covid19,,https://www.instagram.com/p/CAMeLzLg_v6/?igshid=1dbctu80mmk8q,2,1261149662360330240,,,,en,"Houston, TX",False,2,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Having fun indoors #stayhomestaysafe #friendsforever #hostesswiththemostess #covid19 @ Body Manipulation Pilates https://t.co/sX0XyilTYi,https://twitter.com/BodManip/status/1261149662360330240,Tue Aug 11 00:06:32 +0000 2015,BodManip,False,always trying to find hope in everything,39130,3462,2807,39,"Houston, TX",Madame Melinda,BodManip,38564,,,False
15638,"-95.40256,29.74261",Mon Apr 20 16:19:58 +0000 2020,LetThePamperingBegin COVID19 ReopenSoon inSPArationstudio Microdermabrasion Houston,,http://inSPArationstudio.com https://www.instagram.com/p/B_NYr7fJwvI/?igshid=ad2ox1kphh65,0,1252270797126799360,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Your business is truly appreciated, hope to see you soon! BOOK NOW
https://t.co/BKCt4rWCtO
#LetThePamperingBegin #COVID19 #ReopenSoon #inSPArationstudio #Microdermabrasion #Houston @ inSPAration studio https://t.co/pTZV6asRyX",https://twitter.com/Inspastudio/status/1252270797126799360,Thu Mar 31 14:28:10 +0000 2016,Inspastudio,False,https://t.co/NXmv2DEYW5,102,44,142,0,"1711 westheimer rd., Houston, ",inSPAration studio,Inspastudio,657,,http://insparationstudio.com,False
15673,"-97.73549055,30.26585335",Mon Apr 20 18:42:02 +0000 2020,atx austin all512,,http://dlvr.it/RV74tG,0,1252306549579472896,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","We'll be updating this story throughout the day Monday with the latest local news on the coronavirus pandemic. If you have a news tip or question, email us https://t.co/vbETwuYoDv #atx #austin #all512",https://twitter.com/all512tv/status/1252306549579472896,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15702,"-98.68995281,29.57685873",Mon Apr 20 18:45:10 +0000 2020,love instagood fashion fashionblogger,,https://www.instagram.com/p/B_NpTcCnuo7/?igshid=iiqf83jd3k19,0,1252307337911640064,,,,en,"Helotes, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Show us your masks
Stay Safe we miss our Customers thanks for supporting us while outside is closed with COVID-19 until we can open... Im sewing my heart out 💛
#love #instagood #fashion
#fashionblogger… https://t.co/y858MFnsqB",https://twitter.com/DJCheetahlish/status/1252307337911640064,Thu Jul 27 01:36:20 +0000 2017,DJCheetahlish,False,A Unique Eclectic Fashion Clothing and Jewelry Boutique.,2,9,4,0,"14436 Old Bandera Helotes, TX",Cheetahlish,DJCheetahlish,1239,,https://www.Cheetahlish.com,False
15753,"-97.73549055,30.26585335",Mon Apr 20 22:40:32 +0000 2020,atx austin all512,,http://dlvr.it/RV7fCs,0,1252366569876762624,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","President Trump will address the nation on the coronavirus pandemic on Monday, as state leaders and health experts say that testing limitations continue to https://t.co/6VxcviNjGj #atx #austin #all512",https://twitter.com/all512tv/status/1252366569876762624,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
15822,"-97.1492,32.8851",Sun Jul 19 05:07:55 +0000 2020,jesus throne covid19,,https://www.instagram.com/p/CCz7UfepYs6/?igshid=1an819b1vq3b6,0,1284716575107493888,,,,en,"Colleyville, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#jesus is on the #throne not #covid19 @ Colleyville, Texas https://t.co/i85Dt8mpCG",https://twitter.com/AdamPatterson79/status/1284716575107493888,Tue Dec 07 07:09:46 +0000 2010,AdamPatterson79,False,I live my life for Jesus & family. I love to encourage people and watch their success. I love the local church body. I Live to Give!,10,196,195,4,"Dallas, TX",Dadlife7,AdamPatterson79,1600,,http://www.dadlife7.com,False
15839,"-95.29873021,30.00415354",Tue Apr 21 03:22:03 +0000 2020,Covid19,,https://www.instagram.com/p/B_OkdMfnMvM/?igshid=2hh216736wqq,0,1252437412891856896,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","It's another Monday, and another complimentary dozen of glazed doughnuts for healthcare workers in US and Canada. 

Thank you Krispy Kreme for all your share during this pandemic! More power!

#Covid19… https://t.co/LIDoiwicBf",https://twitter.com/karzmahal/status/1252437412891856896,Tue Oct 05 08:09:26 +0000 2010,karzmahal,False,,2,55,23,3,"Ålesund, Norway",Ms.Karz,karzmahal,570,,,False
15846,"-93.9399,29.8849",Sun Jul 19 05:05:34 +0000 2020,,,https://www.instagram.com/p/CCz6y_xsB4fFBZ-qhzyxBBk55eHbF4pST71vIE0/?igshid=1icc0pcbvjy23,0,1284715986944438272,,,,en,"Port Arthur, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Happy happy 65th Birthday to my Ace and my heart!I  love you mom. Wishing you a blessed bday and many many more....without masks and social distancing. 😘Thank you for all you do for us… https://t.co/G8HkLOPxMR,https://twitter.com/smartgirlsteach/status/1284715986944438272,Sun Oct 09 20:26:50 +0000 2011,smartgirlsteach,False,"♥️'s God~Servant Leader~Certified TX Administrator~Proud Wife & Mother~Founder/CEO of Smart Girls Teach, LLC~Live, Love, Laugh and Enjoy life!",383,166,377,0,"Richmond, Texas",𝓐𝓲𝓼𝓱𝓪 𝓜𝓸𝓷𝓽𝓪𝓷𝓮𝔃,smartgirlsteach,819,,,False
15860,"-97.3976,27.7964",Tue Apr 21 03:19:38 +0000 2020,bossradio boss southsidebosses newmusicmonday hiphop rap spitting Coronavirus quarantine,,https://www.instagram.com/p/B_OkJkalx53/?igshid=agim2ajyqak0,0,1252436808467533824,,,,en,"Corpus Christi, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Fun times during quarantine. Record ing these shows hoping someone see the treasure I'm building and invest. 

#bossradio #boss #southsidebosses #newmusicmonday #hiphop #rap #spitting #Coronavirus #quarantine.… https://t.co/XqK6J9j1gE",https://twitter.com/Gutta_Baby/status/1252436808467533824,Mon Dec 29 22:02:19 +0000 2008,Gutta_Baby,False,"ATL; LEGENDS; Graphics and design; logo, web; #Southsidebosses",382,245,528,5,Corpus Christi,Mr_E_Da Gutta_Baby,Gutta_Baby,3415,,http://sbcmovement.com,False
15862,"-96.97035248,32.88458544",Tue Apr 21 04:24:29 +0000 2020,,,https://www.instagram.com/p/B_OrmYeFvJk/?igshid=itdllorhjn8h,0,1252453125199482880,,,,en,"Irving, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Thank you angelatt0204 for connecting our Clinic with Volunteers for the DFW Chinese-American Community,  Coronavirus relief efforts &amp; ACP Foundation and donations of Level 1 &amp; 3 face masks !
.
Together we can do… https://t.co/rizcevP5vK",https://twitter.com/ChapaOmd/status/1252453125199482880,Wed May 06 04:36:55 +0000 2009,ChapaOmd,False,"Doctor of Naturopathic Medicine / Doctor of Traditional Chinese / Eastern Medicine, Board Certified Herbalist & Licensed Acupuncturist",9,260,193,14,"32.911622,-96.944021",Dr Carlos Chapa  한의사,ChapaOmd,913,,http://www.aimc-dfw.com,False
16133,"-98.4946459,29.3857462",Sun Jul 19 16:04:52 +0000 2020,,,,10,1284881903473045504,,,,en,"San Antonio, TX",,1,,,"<a href=""https://basketball.exposureevents.com"" rel=""nofollow"">Exposure Basketball Events</a>",16U - Championship (G1) - ATX Lockdown 2022 def. Louisiana Xtreme 79-56 - Zach Engels goes off for 27pts. Connected on 5 treys in the win @exposurebball,https://twitter.com/AlamoCityHoops1/status/1284881903473045504,Tue Jul 15 21:04:28 +0000 2014,AlamoCityHoops1,False,"*NCAA D1 coaches are permitted to subscribe to this service* Media. Followed by 400+ college coaches. HS Hoops, AAU events. Follow on IG: https://t.co/tVWQ3wQY2K",21507,9183,3886,26,"San Antonio, Texas",Alamo City Hoops,AlamoCityHoops1,54098,,http://www.AlamoCityHoops.com,False
16156,"-95.36683117,29.75799513",Sun Jul 19 15:10:50 +0000 2020,Htown canonphotographer canoneos250d redlight,,https://www.instagram.com/p/CC1AUYkJAmb/?igshid=13z33hrqtmhbf,0,1284868304763576320,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Coronavirus to Houston.....Please Stay Home or Wear a Mask! 
#Htown #canonphotographer #canoneos250d #redlight
⠀⠀ @ Downtown Houston https://t.co/jzuKd4xcPD",https://twitter.com/followsoots/status/1284868304763576320,Fri Mar 31 19:04:13 +0000 2017,followsoots,False,"My mission in life is to encourage, motivate and inspire others to be the best they can be and live their best life! Travel and Music are my passions! 😊",134,58,117,0,"Texas, USA",Lisa & Jerry,followsoots,533,,http://followsoots.com,False
16197,"-95.3759384,29.7341805",Sun Jul 19 17:29:29 +0000 2020,,,https://www.instagram.com/p/CC1QLz6Ja8q/?igshid=w8c3oiqq9iq7,0,1284903197656612864,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","📡 Open 12 - 8 pm beer to go and outdoor area is available for seating. Tables are spaced out and fans are on to keep you cool 💨 
❗️Please wear a mask when not seated at a table and practice social distancing 🍻 @… https://t.co/5PzkmWF49V",https://twitter.com/UTR_Brewery/status/1284903197656612864,Thu Nov 14 02:58:32 +0000 2013,UTR_Brewery,False,Making beer where midtown meets the museum district. Open for beer to-go! Mon-Thu: 2PM-8PM Fri: 12PM - 8PM Sat: 11AM – 8PM Sun: 12PM – 8PM,294,2489,293,47,"Midtown, Houston",Under the Radar Brewery,UTR_Brewery,1138,,http://www.undertheradarbrewery.com,False
16203,"-97.73549055,30.26585335",Sun Jul 19 16:23:32 +0000 2020,atx austin all512,,http://subscribe.all512.com http://dlvr.it/RbxMN3,0,1284886602662076416,,,,en,"Austin, TX",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","https://t.co/q1bIRBjDj8 Updated at 4:30 a.m. ET Sunday Over a 24-hour period, the world saw nearly 260,000 new coronavirus cases — a new record. Deaths were also on the rise, with https://t.co/KdtwwZby9t #atx #austin #all512",https://twitter.com/all512tv/status/1284886602662076416,Fri Jan 27 22:52:58 +0000 2017,all512tv,False,"Providing the ATX with the best local podcast & press coverage for local artist, brands, and events! Live From The ATX stayed tuned for releases.",615,493,27,1,"Austin, TX",Austin Live & Local,all512tv,5209,,http://www.all512.com,False
16214,"-98.5,29.4167",Sun Jul 19 16:21:50 +0000 2020,,,https://www.instagram.com/p/CC1Ick8ndm0/?igshid=nl8qsu6048rv,0,1284886174830649344,,,,en,"San Antonio, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Please obey Social Distancing and WEAR YOU MASK. @ San Antonio, Texas https://t.co/CWw1QUBUk2",https://twitter.com/SAGREENLAUNDRY/status/1284886174830649344,Sat Jun 23 04:11:42 +0000 2012,SAGREENLAUNDRY,False,"We are an eco-friendly and state-of-the-art laundry facility in San Antonio, TX. Here, we provide clean machines and personalized service.",11,461,52,2,"San Antonio, TX",San Antonio Green Laundry,SAGREENLAUNDRY,927,,http://sanantoniogreenlaundry.com/,False
16217,"-94.7942,29.2995",Sun Jul 19 17:27:50 +0000 2020,,,http://StyleMagazine.com https://www.instagram.com/p/CC1P_wxJU_N/?igshid=1luxxiuh3yfzw,0,1284902784425312256,,,,en,"Galveston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","COVID-19 cases approach 7,000 in Galveston County (https://t.co/StsR11mKBr) 

Heading in the weekend, Galveston County has seen a total of 6,911 COVID-19 cases.

That is an increase of 459 since July 15—175 on July 16 and… https://t.co/0q5aIBgBYv",https://twitter.com/houstonstyle/status/1284902784425312256,Tue Apr 07 17:19:46 +0000 2009,houstonstyle,False,Houston Style Magazine™ Houston's Premiere Weekly Publication Since 1989 Follow Us on Instagram: StyleMagazineHTX,715,10204,4836,244,Houston,StyleMagazine.com,houstonstyle,56008,,http://www.stylemagazine.com,False
16258,"-96.7977,32.7774",Sun Jul 19 17:59:56 +0000 2020,BeingDaVince ncaa texaslonghorns ousooner,,http://Blitzweekly.com https://www.instagram.com/p/CC1Tq2op5k3/?igshid=xunezgvmsoid,0,1284910863372242944,,,,en,"Dallas, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Head over to https://t.co/e0Q6aF0IUT and check out my new article. It’s my take on how the pandemic changed the 2020 college schedule. Check it out and leave a comment!
#BeingDaVince #ncaa #texaslonghorns #ousooner… https://t.co/ovQqr4XFI6",https://twitter.com/DaVince13/status/1284910863372242944,Mon Jun 21 14:29:37 +0000 2010,DaVince13,False,#Him #BeingDaVince,7072,1217,2452,15,"Dallas, TX",DaVince Wright,DaVince13,18674,,http://outofboundzsports.net,False
16279,"-95.50574362,29.62891996",Sun Jul 19 19:10:30 +0000 2020,sundayfunday sunday sundayvibes love instagood weekend photography weekendvibes instagram photooftheday nature dogsofinstagram picoftheday like stayhome quarantine family sunset,,https://www.instagram.com/p/CC1bv43BKqp/?igshid=ig32dm5fqdd0,0,1284928621467930624,,,,en,"Houston, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Scary but true 😎🏁💙
#sundayfunday #sunday #sundayvibes #love #instagood #weekend #photography #weekendvibes #instagram #photooftheday #nature #dogsofinstagram #picoftheday #like #stayhome #quarantine #family #sunset… https://t.co/QlbO3z92wE",https://twitter.com/patiodave405/status/1284928621467930624,Mon Jul 08 23:53:41 +0000 2019,patiodave405,False,Being black on whatever day it is,50,24,39,0,,The Patio Dave,patiodave405,103,,,False
16285,"-95.6969,29.9689",Sun Jul 19 20:16:50 +0000 2020,beats drums studio producer beatmaker love hiphop rapper rap trap newmusic worldstar quarantine,,https://www.instagram.com/p/CC1jVlLjfCn/?igshid=1wh0gee0ef8qg,1,1284945313862737920,,,,en,"Houston, TX",False,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Beats will be on my website this week. Tag an artist and comment your favorite beat link in bio. #beats #drums #studio #producer #beatmaker #love #hiphop #rapper #rap #trap #newmusic #worldstar #quarantine… https://t.co/vRMsF3MS37,https://twitter.com/shawn_scoggins/status/1284945313862737920,Mon May 09 02:54:18 +0000 2016,shawn_scoggins,False,📍Houston producer and DJ text 281-216-7263 for beats,3325,522,92,37,"Houston, TX 🤘🏽",BBP,shawn_scoggins,6930,,https://linktr.ee/thebop_21,False
16304,"-97.7475,30.2677",Sun Jul 19 19:43:19 +0000 2020,art artist newnormal creative type quote stayhome merch fashion design curator staysafe instaartist quarantine design tshirt austintexas atx austin,,https://www.instagram.com/p/CC1fgGdh9SF/?igshid=1u21dajsdsdt3,0,1284936878458798080,,,,en,"Austin, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Mom rockin’ the merch. Link in bio. .
.
.
.
.
.
#art #artist #newnormal #creative #type #quote #stayhome #merch #fashion #design #curator #staysafe #instaartist #quarantine #design #tshirt #austintexas #atx #austin… https://t.co/K9rakSmWMC",https://twitter.com/chadrea/status/1284936878458798080,Fri Apr 03 02:56:15 +0000 2009,chadrea,False,Social impact artist. Writer. Director. Entrepreneur. Creative Director. Speaker. Board member. Lecturer. Brand Marketing Advisor. Chad Rea,70,503,490,56,"Austin, Texas",Chad Rea,chadrea,2525,,http://www.chadrea.com,False
16335,"-101.845,35.1993",Sun Jul 19 20:46:29 +0000 2020,,,https://www.instagram.com/p/CC1muxYAl-uY0AYbNeZzShbJWVUVvDhCVhbpqg0/?igshid=1wluzmifosys0,0,1284952774409506816,,,,en,"Amarillo, TX",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","⚠️ Long Post Alert ⚠️ A few weeks ago after a friend of mine died from COVID, I was angry. I was angry at the people who still don’t believe COVID isn’t a real threat, people who think… https://t.co/8AukL1vFpq",https://twitter.com/teddyzzil/status/1284952774409506816,Mon Mar 02 02:36:11 +0000 2009,teddyzzil,False,"Oh goodness...I'm not really good at describing myself....that's my picture, and these are my words..that's all you get :)",890,87,446,1,"Tokyo-to, Japan",Elizabeth P,teddyzzil,4937,,http://elizabethannpace.blogspot.com/,False
