,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
23955,"-84.47477,33.77706",Fri Mar 27 16:27:39 +0000 2020,,,https://www.instagram.com/p/B-PmfOgnpL8/?igshid=1s766l9wx3qm2,0,1243575422081806336,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",It's sad that some of y'all want corona virus the way y'all given it so much attention some of y'all really some IDIOTS @ Nuradio Station https://t.co/xcDvDJxtGS,https://twitter.com/NuRadioStation/status/1243575422081806336,Wed Jul 06 23:13:37 +0000 2011,NuRadioStation,False,$100 gets you five spins a day for a month plus a live interview call 6786851117,38,3688,1862,61, Follow & Find Us @,NuRadio Station,NuRadioStation,22166,,http://givemeyomusic.com,False
23971,"-84.3889,33.7566",Fri Mar 27 18:36:47 +0000 2020,,,https://www.instagram.com/p/B-P1QaEpIfO/?igshid=56txplyvw6xn,0,1243607916940275712,,,,en,"Atlanta, GA",True,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","How  Corona is talking to us humans @ Atlanta, Georgia https://t.co/01g208mrR8",https://twitter.com/daddyncocogirl/status/1243607916940275712,Tue Apr 24 07:54:37 +0000 2018,daddyncocogirl,False,I miss work #yeaastripper Figuring out this new corona lifestyle. Unapologetically Black ✊🏾#BLM NREMT & still La Jefa 🏘 for 📸 & fun follow @daddyncocogirlx,31086,745,917,1,"Las Vegas, NV",🔥 the Veil,daddyncocogirl,16342,,http://www.instagram.com/daddyncocogirl,False
24140,"-84.3889,33.7566",Sat Mar 28 07:26:56 +0000 2020,,,https://www.instagram.com/p/B-RNZ07lVYFjbWp4VecU16uoeVtj3QXGZqqgWA0/?igshid=yi8qhr0hwt5l,0,1243801734088138752,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Happy Falcons Day.  Enjoy the quarantine day, and don’t choke on Corona🤮 @ Atlanta, Georgia https://t.co/NPBCilHnvX",https://twitter.com/Echarite_1914/status/1243801734088138752,Tue Jun 16 03:43:30 +0000 2009,Echarite_1914,False,GOD'S gift to earth🎁,74,572,0,4,"Atlanta, GA",David ........(1914_/G\),Echarite_1914,6148,,,False
24519,"-84.3889,33.7566",Fri May 01 13:17:44 +0000 2020,,,https://www.instagram.com/p/B_pX8gfHyJA/?igshid=vspt78lyrfn2,0,1256211200058236928,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",The Book Bank Foundation Inc @GlennToby Chief Executive Officer David Branch @24HRD is sending Visa and Mastercard Gifts to Creative Community Members in need. During this  World Wide Coronavirus COVID-19 Pandemic.… https://t.co/tAAwB0o7y5,https://twitter.com/24HRD/status/1256211200058236928,Sun May 16 11:55:58 +0000 2010,24HRD,False,Visionary/Community Organizer/Multimedia Guru/Car sales/Real estate/Hood-Geek/ Philanthropist/Truth seeker/Lover of life/#nothingbutbigwins,149,429,277,21,"Atlanta, Georgia",DB,24HRD,4461,,http://about.me/davidbranch,False
24744,"-84.4231,33.7378",Fri May 01 20:01:29 +0000 2020,africa travelafrica westafrica covid_19 covid coronavirus,,https://youtu.be/rbZCdq6yVmU https://www.instagram.com/p/B_qGx8RJiO2/?igshid=1qtcihbfcs5ho,0,1256312808636989440,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Join Us at 4:30pm EST

https://t.co/KiEfcXV8sA
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#africa  #travelafrica #westafrica #covid_19 #covid #coronavirus @ West End, Atlanta https://t.co/oXmq6BD35N",https://twitter.com/searchforuhuru/status/1256312808636989440,Mon Mar 30 02:05:23 +0000 2009,searchforuhuru,False,Curator of Africa. Pan-Africanist. Philanthropist. Author. Lover of Life. #Amiriyya #DynastAmir #DieufDieul,248,1660,1765,57,Atlanta,Dynast Amir,searchforuhuru,6931,,,False
24800,"-84.3889,33.7566",Fri May 01 21:05:57 +0000 2020,pandemic peace socialdistancing stayinside isolation selfisolation higherfrequency beresponsible besafe quarantineandchill covid life stayhome stayingin,,https://www.instagram.com/p/B_qOKGlJ61b/?igshid=52hr4beerekm,0,1256329031001108480,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Out running errands with MaDukes😷
.
.
.
.
.
.
.
#pandemic #peace #socialdistancing #stayinside #isolation #selfisolation #higherfrequency #beresponsible #besafe #quarantineandchill #covid #life #stayhome #stayingin… https://t.co/QQ7gFczA0s",https://twitter.com/djtruzatl/status/1256329031001108480,Tue Feb 02 21:08:26 +0000 2010,djtruzatl,False,"DJ/Graphic Designer
@983thebeatcolumbus
CEO of @truvisualz
Bookings: djtruzatl@gmail.com",1175,2699,846,78,"ATLANTA/COLUMBUS, GA",DJ TRUZ aka DA PLAYMAKA,djtruzatl,24980,,http://facebook.com/djtruzatl,False
24843,"-84.3889,33.7566",Fri May 01 20:31:35 +0000 2020,,,https://www.instagram.com/p/B_qKOSWhpYu/?igshid=1fslzdbowpe1l,0,1256320383717830656,,,,en,"Atlanta, GA",True,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","New listing!
3 bedroom, 2.5 bath townhouse just minutes from your favorite Chamblee and Buford hwy spots.  Covid or not, location will always matter! Home was built in 2018 and has been upgraded throughout with… https://t.co/ZFMwK7fLGa",https://twitter.com/KriWill/status/1256320383717830656,Fri Feb 27 03:37:09 +0000 2009,KriWill,False,"Observationalist, Introvert who who enjoys being around people, fitness junkie, lover of creativity. I also slurp my tea sometimes. I blame Japan for that.",3745,414,211,11,"ÜT: 34.084687,-84.296761",The Will,KriWill,19942,,http://krischimera.com,False
24885,"-81.24888,32.14898",Fri May 01 22:03:15 +0000 2020,reintroduction farmlife explore rap austintx music wanderfans wshhmusic covid19 dance newmusic quarantine explorepage wshh,,https://www.instagram.com/p/B_qUtuKh0vN/?igshid=fmj15supik4d,0,1256343451819540480,,,,en,"Pooler, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I’m not Roy Woods , but you can find me in the Sticks 
.
.
.

.
.
.
.
.
#reintroduction #farmlife #explore #rap #austintx #music #wanderfans #wshhmusic #covid19 #dance #newmusic #quarantine #explorepage #wshh… https://t.co/rRSQNCw5du",https://twitter.com/marcusbrunson5/status/1256343451819540480,Mon Mar 11 13:37:48 +0000 2013,marcusbrunson5,False,"Aspiring Rapper/Producer/Singer/Businessman #SSU IG:REALCLOUDWANDER🤮 I make real vibes❤️ and post updates 💉on more content 🔥, Booking and Promo contact:(DM)",17434,2526,2334,1,"Savannah, GA",REALCLOUDWANDER,marcusbrunson5,15767,,https://unitedmasters.com/cloud-wander,False
24916,"-84.5406,33.9534",Fri May 01 23:50:23 +0000 2020,chug muttsofinstagram love family covid19,,https://www.instagram.com/p/B_qg-cHp8_O/?igshid=1fp2f1aw7ouht,3,1256370415368376320,,,,en,"Marietta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","We are at the doggie dinglaling in your ear phase of quarantine. How are you doing? #chug #muttsofinstagram #love #family #covid19 @ Marietta, Georgia https://t.co/7JzMkjtIcv",https://twitter.com/SloaneAWarren/status/1256370415368376320,Sun Dec 29 16:28:28 +0000 2013,SloaneAWarren,False,"Can be seen in Ozark season 2 and 3, Resident, How High Two, Hangman, Dead Silent, and heard in Red Dead Redemption Two
 https://t.co/GofS8EY2KZ",825,377,647,5,Georgia,Sloane Warren,SloaneAWarren,1020,,http://www.sloanewarren.com,False
24961,"-84.35547,34.03036",Fri May 01 23:55:19 +0000 2020,,,https://www.instagram.com/p/B_qgwwlJ0ob/?igshid=ljbsi7xitis3,1,1256371656794095616,,,,en,"Roswell, GA",False,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lucky says WOOF🐾 and Happy Weekend! 👉👉 We are all aware shelter in place has been lifted but due to the on going concerns with Covid 19, we are waiting to open our dining room for full service. In the meantime please… https://t.co/DWpHi6ONQt",https://twitter.com/streetstudioATL/status/1256371656794095616,Wed Mar 03 21:44:14 +0000 2010,streetstudioATL,False,Creative ideas start here .Promote. Market. Design. Event. Print,521,347,552,10,"Roswell, Georgia",street studio creative,streetstudioATL,3305,,http://www.streetstudiocreative.com,False
24991,"-84.3889,33.7566",Sat May 02 00:22:33 +0000 2020,,,https://www.instagram.com/p/B_qkqMSjn-RzYKc0lm15bAdwGLrkp2i1KxzP1w0/?igshid=1jm8aip93bqry,0,1256378510114869248,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Fundracers Virtual 5K Run/Walk CRUSH Corona- April/May 2020. @ Atlanta, Georgia https://t.co/xdCHxmOFB1",https://twitter.com/kehernandezkeh/status/1256378510114869248,Mon Feb 08 16:10:00 +0000 2016,kehernandezkeh,False,,110,7,84,0,,Karla,kehernandezkeh,246,,,False
25013,"-84.09863249,34.03884441",Sat May 02 02:05:32 +0000 2020,Microlinks metowimethod atlantamicrolinks microlinksatl microlinkssuwanee,,https://www.instagram.com/p/B_qwUM-BRx3/?igshid=4wuyp4xcv8pm,0,1256404425133809664,,,,en,"Suwanee, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Are you ready to get Mic’D up?!!! She got hers right before the COVID-19
Pandemic. Microlinks @ Gone Girl Hair Studio  @gonegirlhair #Microlinks  #metowimethod #atlantamicrolinks #microlinksatl  #microlinkssuwanee… https://t.co/Qlcgi6bzPo",https://twitter.com/gonegirlhair/status/1256404425133809664,Mon Nov 23 19:45:49 +0000 2015,gonegirlhair,False,"Founder, Owner & Master Cosmetologists. I care about you and your healthy hair. I have experience on a diversity of hair types. Be Healthy Hair Smart",98,73,407,2,"Suwanee, GA",Stephanie Caver,gonegirlhair,3552,,http://www.vagaro.com/gonegirlhairstudio,False
25408,"-84.3889,33.7566",Tue Apr 28 13:23:39 +0000 2020,coronavirus storyofmylife essentialservices staysafe,,https://www.instagram.com/p/B_hq2YKpl3w/?igshid=vpdubuu6aee5,0,1255125529184927744,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Another day of work in these HOT MASK 🙄 DAY 32 #coronavirus ‼️ #storyofmylife 😷 #essentialservices  #staysafe 💯💞 @ Atlanta, Georgia https://t.co/vx6MYWZJRA",https://twitter.com/theventhouse/status/1255125529184927744,Sun Oct 10 22:18:16 +0000 2010,theventhouse,False,Radio is my 💘 🎤🎧🙉#CSB👌😏||FAITH🙏😇FOOD🍜FUN🎶 💃 FALCONS FOOTBALL🏈🚩#RISEUP IG:@theventhouse,10298,176,484,8,Atlanta,Miss Papparazzi,theventhouse,8688,,http://www.facebook.com/pages/The-Vent-House/140904809289560,False
25418,"-84.3889,33.7566",Tue Apr 28 12:58:40 +0000 2020,covid19 positivevibes mindfulness struggle,,https://www.instagram.com/p/B_hoAcxp7xd/?igshid=13yk5jdgv0649,1,1255119238085386240,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Grateful to be featured by my company’s global recognition program. #covid19 #positivevibes #mindfulness #struggle @ Atlanta, Georgia https://t.co/x2r9pMUA8e",https://twitter.com/abovethechatter/status/1255119238085386240,Mon Sep 01 16:51:11 +0000 2014,abovethechatter,False,"Author of Above the Chatter, Our Words Matter, the result of writing a word of motivation and inspiration over 400 cosectitive days. Words are Powerful!",68,61,73,2,"Atlanta, GA",Bruce Pulver,abovethechatter,667,,http://www.abovethechatterourwordsmatter.com,False
25420,"-84.31398,34.01834",Tue Apr 28 12:53:52 +0000 2020,3dprinted faceshield tiara makerspace makersgonnamake justmarried coronavirus,,https://www.instagram.com/p/B_hnderjwzc/?igshid=iv4aj2qg1s9x,1,1255118034005614592,,,,en,"Roswell, GA",False,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","When Skyler over at atlantashieldmakers told us she was getting married this past weekend, we made her a #3dprinted #faceshield #tiara for her wedding 🤣🤣🤣 👑👑👑 

#makerspace #makersgonnamake #justmarried #coronavirus… https://t.co/bnzv6Bt0mu",https://twitter.com/RoswellFirelabs/status/1255118034005614592,Fri Oct 27 14:20:27 +0000 2017,RoswellFirelabs,False,,8,59,200,2,,Roswell Firelabs,RoswellFirelabs,200,,,False
25508,"-83.6271,32.8376",Tue Apr 28 17:00:48 +0000 2020,,,https://www.instagram.com/p/B_iDuDanZVf/?igshid=p83l5t9m7c8u,0,1255180173042909184,,,,en,"Macon, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JUST LISTED!
French Manor Home in Monroe County on 60 + acres. Call Nancy King 478-747-8461. Coldwell Banker Access Realty 478-745-3991 for a private showing. Safety measures will be taken during Covid… https://t.co/x7fFG99D27",https://twitter.com/nancykinghomes/status/1255180173042909184,Sun Feb 19 17:23:12 +0000 2012,nancykinghomes,False,"You have found a Realtor who is knowledgeable, experienced & service oriented. Choosing The Right Agent DOES Make a Difference. Call /text me at 478-747-8461",236,124,487,13,"Macon, GA",NANCY KING,nancykinghomes,4124,,http://nancykinghomes.com,False
25527,"-84.3889,33.7566",Tue Apr 28 18:43:17 +0000 2020,nextphase coronavirus sweden herdimmunity immune saferathome nature,,https://www.instagram.com/p/B_iPcpiJcpZ/?igshid=bxdd2e35y2u0,0,1255205967538589696,,,,en,"Atlanta, GA",True,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","You know what, I'm on the #nextphase of this #coronavirus shit. Let's be like #sweden and do #herdimmunity 👉🏾 the old and #immune compromise are #saferathome 👉🏾 the rest go out, take chances and let #nature… https://t.co/iLFsc4nuDC",https://twitter.com/only1sirjones/status/1255205967538589696,Fri Jan 14 09:42:38 +0000 2011,only1sirjones,False,"👉 The #1 NY/LA Celebrity Photographer 📷
👉 Award Winning Journalist 🏆
👉 Publicity & Branding
👉 Influencer 
👉 Cigarlife💨
https://t.co/UuqPGGwMoq",12613,3408,4677,346,"Manhattan, NY",Sir Jones Media + PR,only1sirjones,59847,,http://www.sirjonesmedia.com,False
25554,"-84.3889,33.7566",Tue Apr 28 19:04:00 +0000 2020,ImJustSayin ReOpeningGA CoronaVirus PandemicHumor UCit,,https://www.instagram.com/p/B_iR0eVgvAe/?igshid=167ydmrqoi8tm,0,1255211180815237120,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Everybody mad at Govnor Brian Kemp reality is he wanted to open Georgia back up so can see dat azz 👀 😂🤣 #ImJustSayin #ReOpeningGA #CoronaVirus #PandemicHumor #UCit @ Atlanta, Georgia https://t.co/Oujxf2qSOl",https://twitter.com/MrUCit/status/1255211180815237120,Tue Mar 17 05:20:07 +0000 2009,MrUCit,False,"Just tryin to make it do what it do, enjoyin life #YOLO What you waiting on? Love cars, traveling and meeting new ppl HNIC at @UCitEnt LLC #teamUCit",6,1862,912,26,Atl | NC ,IG: MrUCit2,MrUCit,54856,,http://www.u-c-it.com,False
25593,"-84.5184,33.8719",Tue Apr 28 21:49:51 +0000 2020,tuesdayspecial covid19 mmmmmmgood thankyouchef loosenthebelt,,https://www.instagram.com/p/B_ikJcYBmzx/?igshid=bzplbz62uzhg,0,1255252916568547328,,,,en,"Smyrna, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Tuesday Dinner Special for Covid19! #tuesdayspecial #covid19 #mmmmmmgood #thankyouchef #loosenthebelt @ Smyrna, Georgia https://t.co/8r1Zsuk9kN",https://twitter.com/ennisantoine/status/1255252916568547328,Thu Sep 18 02:02:26 +0000 2008,ennisantoine,False,Atlanta REALTOR.,2728,878,710,39,"Atlanta ,GA",ennisantoine,ennisantoine,3099,,http://www.ennisantoine.com,False
25705,"-84.3889,33.7566",Tue Apr 28 23:55:11 +0000 2020,covid19 coronavirus weareinthistogether firstresponders frontlines,,https://www.instagram.com/p/B_iyOW4p_eC/?igshid=1adnn6dbgf21p,0,1255284459638796288,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","THANK YOU ! First Responders, Doctors, Nurses, Hospital Staff, Fireman and Police and all Frontliners Who Keep This World 🌍 Turning !!!!

 #covid19 #coronavirus #weareinthistogether #firstresponders #frontlines… https://t.co/zdVOxBSL5l",https://twitter.com/cakeladygreece/status/1255284459638796288,Fri Oct 29 19:39:00 +0000 2010,cakeladygreece,False,The First and Original CakeLady in ATHENS GREECE to Open A Designer Cake Shop. Owner & Head Designer of Donna's Sweets & Events... providing EDIBLE FUN 20 Years,711,919,917,13,Athens Greece,Donna Chalas,cakeladygreece,4172,,http://www.facebook.com/profile.php?id=720522632,False
25770,"-84.3889,33.7566",Mon Mar 23 04:21:13 +0000 2020,,,https://www.instagram.com/p/B-EALLCpSTO/?igshid=8av3rpqidqf4,0,1241943057009905664,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I got a case of Corona @ Atlanta, Georgia https://t.co/s9sFUWeHq9",https://twitter.com/WassupNATL2/status/1241943057009905664,Wed Apr 07 07:47:56 +0000 2010,WassupNATL2,False,"September 4th, 5th & 6th Midnight til 6am
Nasty Boy Pass 3 Events For $33
Big Ol Freaks ~ Friday 9/4
Gladiators ~ Saturday 9/5
Redemption ~ Sunday 9/6
buy now @",190,5662,2797,23,24 Hour Info: 404.635.6080,"The Ultimate Three Sum Dancers, Models & Porn Star",WassupNATL2,47771,,https://wassupnatl.com/,False
25946,"-84.3889,33.7566",Mon Mar 23 13:45:26 +0000 2020,,,https://www.instagram.com/p/B-FAvcJh1v4iFHO9AuRP2c_s0nZM6lK8m4xVyY0/?igshid=1ghzjtebiwvt8,0,1242085047626276864,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Welp. Today is the day. Turned 24 during the ""great"" Corona scare. The stories I'll tell my grandkids @ Atlanta, Georgia https://t.co/KjYlfyg9P2",https://twitter.com/Leggo_my_Tagoe/status/1242085047626276864,Fri Jan 13 02:23:50 +0000 2012,Leggo_my_Tagoe,False,"Morehouse c/o 2017 
Certified Asshole 
Brooklyn-Newark-Atlanta
Afro-Caribbean",93,145,282,0,"Atlanta, GA",Jay Tagoe🇹🇹🇬🇭,Leggo_my_Tagoe,693,,,False
25970,"-84.33619,33.92621",Mon Mar 23 15:31:27 +0000 2020,,,https://www.instagram.com/p/B-FM4GCAMVc/?igshid=syz377i87038,0,1242111725383618560,,,,en,"Dunwoody, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lookin' fly asf despite what Miss. Corona has to say. I'm dressed in black for the mourning of this currently dead society. @ Dunwoody, Georgia https://t.co/PgfgVuzm1x",https://twitter.com/Mike_Schmiddy/status/1242111725383618560,Thu Mar 31 14:36:09 +0000 2016,Mike_Schmiddy,False,I'm a fun loving and free spirited gay man exploring Atlanta and making new memories on the daily. I'm gay and I enjoy my life to the fullest.,153,27,127,0,"Atlanta, GA",Michael Schmidhuber (Schmiddy),Mike_Schmiddy,119,,,False
25989,"-84.3889,33.7566",Mon Mar 23 17:38:23 +0000 2020,health wellness fitnessmotivation time motivation people lol,,https://www.instagram.com/p/B-FbNQdA2us/?igshid=t02u5xrxynan,0,1242143670704336896,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#health #wellness #fitnessmotivation #time #motivation by the time corona pass and #people come out their homes they are going to be really fit or really fat. #lol @ Atlanta, Georgia https://t.co/4QfRX17k76",https://twitter.com/tvjoshua/status/1242143670704336896,Tue Mar 31 04:22:37 +0000 2009,tvjoshua,False,"Hey thanks for stopping by and welcome to #Jays Passions. Through Twitter, Facebook, and Instagram I want to have people Subscribe, and like my YouTube.",574,504,1018,9,United States,Life Raise,tvjoshua,3407,,https://shop.spreadshirt.com/LifeRaise/,False
26003,"-84.38503088,33.76897866",Mon Mar 23 16:21:15 +0000 2020,rona corona coronavirus covid_19 cardi cardib ellendegeneres tylerperry hesgotthewholeworldinhishands,,https://www.instagram.com/p/B-FRG58Azm1/?igshid=1yx3gzen80k5,0,1242124260178608128,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Them: Do You Think The whitehouse  is withholding information about  “Rona”👀👀😂🤣

Me:
.
.
.
.
#rona #corona #coronavirus #covid_19 #cardi #cardib #ellendegeneres #tylerperry #hesgotthewholeworldinhishands… https://t.co/21iePNDPau",https://twitter.com/SingTyrus/status/1242124260178608128,Tue Oct 27 18:22:13 +0000 2009,SingTyrus,False,"BET Apollo Live Season 1&2 1st runner .Opened for K.Michelle,TonyToniTone, KiCiAndJojo,Ginuwine ,Chrisette Michelle And many More..A Star is Born#ISANG4Supper!!",389,310,691,10,ATL/LA/DMV,TyrusTurner,SingTyrus,1068,,http://www.soundcloud.com/prince-neo-1,False
26005,"-84.3458318,33.7407074",Mon Mar 23 15:58:21 +0000 2020,ganstagrillz eastatlantavillage goldteeth corona atlanta atlantagoldgrillz diamondcut diamonddust discount ganggang slugs GRILL,,https://www.instagram.com/p/B-FP9HcgKCV/?igshid=17h7wmp32kdp5,0,1242118496860942336,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Bring your idea. We bring it to fulfillment. We still opened. Pull up.
.
#ganstagrillz #eastatlantavillage #goldteeth #corona #atlanta #atlantagoldgrillz #diamondcut #diamonddust #discount #ganggang #slugs #GRILL… https://t.co/ZmAjFEddnb",https://twitter.com/GangstaGrillz11/status/1242118496860942336,Thu Sep 12 16:16:35 +0000 2019,GangstaGrillz11,False,We specialize in custom Gold Grillz. located it the famous East Atlanta Village neighborhood.,1,4,0,0,,Gangsta Grillz,GangstaGrillz11,385,,,False
26021,"-84.3889,33.7566",Mon Mar 23 16:03:25 +0000 2020,eater eateratlanta covid_19 corona foodphotography restaurantphotography atlantafood atlfood,,https://www.instagram.com/p/B-FQiGhprzB/?igshid=1ln5qa5v2znks,2,1242119769353936896,,,,en,"Atlanta, GA",False,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Head over to @eateratlanta to see our photo essay of Atlanta during this period of social isolation
.
.
.
.
#eater #eateratlanta #covid_19 #corona #foodphotography #restaurantphotography #atlantafood #atlfood… https://t.co/iBeIXJaWIe",https://twitter.com/FleisherPhotog/status/1242119769353936896,Thu Oct 15 12:42:35 +0000 2009,FleisherPhotog,False,Free Range Photography,102,800,323,0,"Atlanta, GA",Fleisher Photography,FleisherPhotog,4598,,http://www.ryanfleisher.com,False
26047,"-84.3889,33.7566",Mon Mar 23 18:53:49 +0000 2020,holligan explorepage explorepages irwin britton irwinbritton atlanta beard beardporn blackmenwithbeards musicvideo demovideo bok king viral trending youtube corona,,https://www.instagram.com/p/B-Fem-TgeTv/?igshid=1us3h1iplar4r,0,1242162654803869696,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Do Whatever I Want | #holligan #explorepage #explorepages #irwin #britton #irwinbritton #atlanta #beard #beardporn #blackmenwithbeards #musicvideo #demovideo #bok #king #viral #trending #youtube #corona… https://t.co/oyy1FHi1nd,https://twitter.com/ElSalvodore/status/1242162654803869696,Wed Jun 24 03:05:42 +0000 2009,ElSalvodore,False,IG @iixxvvvv IT TAKES MORE THAN JUST LOOKS 🎈💪🏽,417,752,321,13,"Atlanta, GA",Irwin Britton,ElSalvodore,30986,,https://www.youtube.com/user/Iwbrit91,False
26053,"-84.3889,33.7566",Mon Mar 23 19:04:54 +0000 2020,holligan explorepage explorepages irwin britton irwinbritton atlanta beard beardporn blackmenwithbeards musicvideo demovideo bok king viral trending youtube corona,,https://www.instagram.com/p/B-Fem-TgeTv/?igshid=1swoth0scggfw,0,1242165440593506304,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Do Whatever I Want | #holligan #explorepage #explorepages #irwin #britton #irwinbritton #atlanta #beard #beardporn #blackmenwithbeards #musicvideo #demovideo #bok #king #viral #trending #youtube #corona… https://t.co/PE5SYNbjVW,https://twitter.com/ElSalvodore/status/1242165440593506304,Wed Jun 24 03:05:42 +0000 2009,ElSalvodore,False,IG @iixxvvvv IT TAKES MORE THAN JUST LOOKS 🎈💪🏽,417,752,321,13,"Atlanta, GA",Irwin Britton,ElSalvodore,30986,,https://www.youtube.com/user/Iwbrit91,False
26061,"-84.3889,33.7566",Mon Mar 23 20:23:23 +0000 2020,holligan explorepage explorepages irwin britton irwinbritton atlanta beard beardporn blackmenwithbeards musicvideo demovideo bok king viral trending youtube corona,,https://www.instagram.com/p/B-Fem-TgeTv/?igshid=1vxtqq71if8nt,0,1242185191931723776,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Do Whatever I Want | #holligan #explorepage #explorepages #irwin #britton #irwinbritton #atlanta #beard #beardporn #blackmenwithbeards #musicvideo #demovideo #bok #king #viral #trending #youtube #corona… https://t.co/V8plIWelRJ,https://twitter.com/ElSalvodore/status/1242185191931723776,Wed Jun 24 03:05:42 +0000 2009,ElSalvodore,False,IG @iixxvvvv IT TAKES MORE THAN JUST LOOKS 🎈💪🏽,417,752,321,13,"Atlanta, GA",Irwin Britton,ElSalvodore,30986,,https://www.youtube.com/user/Iwbrit91,False
26069,"-84.3889,33.7566",Mon Mar 23 19:45:02 +0000 2020,holligan explorepage explorepages irwin britton irwinbritton atlanta beard beardporn blackmenwithbeards musicvideo demovideo bok king viral trending youtube corona likeforlikes,,https://www.instagram.com/p/B-Fem-TgeTv/?igshid=4p13xnpkjcm6,0,1242175540435529728,,,,en,"Atlanta, GA",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Do Whatever I Want | #holligan #explorepage #explorepages #irwin #britton #irwinbritton #atlanta #beard #beardporn #blackmenwithbeards #musicvideo #demovideo #bok #king #viral #trending #youtube #corona #likeforlikes… https://t.co/eOPzuw6VAr,https://twitter.com/ElSalvodore/status/1242175540435529728,Wed Jun 24 03:05:42 +0000 2009,ElSalvodore,False,IG @iixxvvvv IT TAKES MORE THAN JUST LOOKS 🎈💪🏽,417,752,321,13,"Atlanta, GA",Irwin Britton,ElSalvodore,30986,,https://www.youtube.com/user/Iwbrit91,False
