,coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
303,"-73.75381643,41.00836308",Thu Jul 23 14:04:51 +0000 2020,CrossCountry Stepinac community Virtual5K Crusaders pandemic,,https://www.instagram.com/p/CC_L8h7paOn/?igshid=lma0npnh7kti,10,1286301252809359360,,,,en,"White Plains, NY",False,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",The #CrossCountry team challenges the rest of the #Stepinac #community to join them today in our #Virtual5K. Proceeds raised will be used to help #Crusaders who have been affected by this #pandemic. Use the link in… https://t.co/znaZjR4zpC,https://twitter.com/StepinacHS/status/1286301252809359360,Thu Sep 27 14:34:33 +0000 2012,StepinacHS,False,Step ~ Forward. The official twitter account of Archbishop Stepinac High School. Define Your Future. Established 1948.,1474,2365,106,13,"White Plains, NY",Stepinac High School,StepinacHS,3753,,http://www.stepinac.org,False
353,"-74.00187056,40.7332086",Thu Jul 23 15:46:33 +0000 2020,,https://twitter.com/chismetime/status/1286326844682203136/photo/1,http://dlvr.it/RcD6sg,0,1286326844682203136,,,,en,"Manhattan, NY",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","A High-Tech Array of Travel Tools: ‘Smart’ Health Cards,Temperature-Reading Glasses and More: Products that rely on artificial intelligence aim to make travel safer during the pandemic. But hefty prices and privacy concerns are issues. https://t.co/hSqWNbN5uM (vía NYtimes) https://t.co/H09wrLhA8C",https://twitter.com/chismetime/status/1286326844682203136,Mon Nov 23 06:00:07 +0000 2009,chismetime,False,"Spanish & English gossip news / chismes. I love all chismes! (sources: TMZ, PerezHilton, En el Brasero and mx hola! we added +news/noticias (El Universal) xx",1,276,12,5,Your tongue,Chisme Time,chismetime,207723,,https://www.facebook.com/chismetimeone,False
364,"-74.0064,40.7142",Thu Jul 23 16:08:52 +0000 2020,funny laugh lawdamercy lol happy fun polymath stayathome StayHomeStaySafe Quarantine selfcare creative,,https://www.instagram.com/p/CC_aJDjsj6o/?igshid=1fezc9oo867uf,0,1286332463741054976,,,,en,"Manhattan, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Quarantine Got Folks Looking Like:🥴🤪😂
#funny #laugh #lawdamercy #lol #happy #fun #polymath #stayathome #StayHomeStaySafe #Quarantine #selfcare #creative @ New York, New York https://t.co/OrCRxKbga6",https://twitter.com/GodsWarAngel/status/1286332463741054976,Tue Jul 28 12:19:44 +0000 2009,GodsWarAngel,False,"Model/Actor/Gospel Mime/HIV Advocate and Founder of A Real Desire. I AM... #WarAngelReborn

bookings: hmcarter04@gmail.com",667,863,240,34,"New York, NY",Matthew Carter,GodsWarAngel,3376,,http://m.imdb.com/name/nm3775404,False
378,"-73.93152952,40.71422419",Thu Jul 23 17:23:47 +0000 2020,tbt quarantine tan lmao wall black smize nyc brooklyn 95degrees sweat outchea trade,,https://www.instagram.com/p/CC_itosjfOX/?igshid=1omv2a4ejfgnx,0,1286351313429827584,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Category is: Sweat 💦 
#tbt 
#quarantine 
#tan 
#lmao
#wall 
#black 
#smize 
#nyc 
#brooklyn 
#95degrees 
#sweat
#outchea 
#trade 
#🤤🤤🤤 @ East Williamsburg, Brooklyn https://t.co/AVONfcoDnO",https://twitter.com/Chevylosophies/status/1286351313429827584,Sat Apr 04 06:17:36 +0000 2009,Chevylosophies,False,,176,79,154,1,,John David Chevalier,Chevylosophies,2070,,http://chillnchevy.tumblr.com,False
385,"-73.6728,40.6582",Thu Jul 23 17:14:32 +0000 2020,Yankees,,https://www.instagram.com/p/CC_hqBDnjRZo0VqIu2-DgVK4ElwS-6Vp1DS9Kg0/?igshid=k58twswmymmv,0,1286348988313145344,,,,en,"Lynbrook, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Though I’m not crazy about the setup for this season, I had to jump on the opportunity to get a 5k in to help the #Yankees fight Covid. @ Lynbrook, New York https://t.co/lC0c7GkpQx",https://twitter.com/sandyvball76/status/1286348988313145344,Sat Mar 07 19:17:18 +0000 2009,sandyvball76,False,"NYC educator, middle school coach, passionate sports fan.",11066,394,1388,13,"Lynbrook, NY",G-Dizzle,sandyvball76,28888,,,False
399,"-73.97266082,40.64356924",Thu Jul 23 17:27:40 +0000 2020,tbt socialdistancing,,https://www.instagram.com/p/CC_jJ4zJiri/?igshid=1muye2tn7kwgp,0,1286352291147264000,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#tbt 3 years ago and  before #socialdistancing .
I just wanted to encourage my son to accompany me to the block party so asked his friends to come along. 
It gave birth to @ZYEM_NYC and started a lot of new… https://t.co/NFlRK5UKCE",https://twitter.com/ZYEM_NYC/status/1286352291147264000,Sat Jun 25 00:44:20 +0000 2011,ZYEM_NYC,False,Member of the community of Culture Creators.  Fashion Designer/Artist/ Foodie/ Mom/ Brooklyn Raised Me...,1201,2247,2225,75,From Brooklyn To Global,Mo Glover,ZYEM_NYC,11163,,https://zyem.com/,False
401,"-73.98460776,40.67300374",Thu Jul 23 16:15:27 +0000 2020,utopiabathltd handsanitizer sanitizer staysafe weekendvibes summerstyle bemyguest,,https://www.instagram.com/p/CC_a5LtJqod/?igshid=1bkdqzwusus16,0,1286334120549928960,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Always on hand ...

Reposted from @utopiabathltd Are you ready for weekend guests? We got you...
Not sticky. Not stinky. 
#utopiabathltd #handsanitizer #sanitizer #staysafe #weekendvibes #summerstyle  #bemyguest… https://t.co/JNcS7FSlZT",https://twitter.com/KingsCountyFest/status/1286334120549928960,Wed May 30 02:28:23 +0000 2012,KingsCountyFest,False,"A festival of natural fiber, art, & entertainment - Saturday October 10th at The Old Stone House in Park Slope, Bklyn, NY, 5th Ave, between 3rd & 4th Streets.",46,232,722,7,"Brooklyn, NY",KingsCountyFiberFest,KingsCountyFest,856,,http://www.kingscountyfiberfestival.org,False
430,"-73.95,40.65",Thu Jul 23 17:57:54 +0000 2020,tbt quarantine tan lmao wall black smize nyc brooklyn 95degrees sweat outchea trade,,https://www.instagram.com/p/CC_mngOjvQ_/?igshid=jlm35e25vsra,0,1286359900340105216,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Stick em up bitch 🤜🏾 💥 
#tbt 
#quarantine 
#tan 
#lmao
#wall 
#black 
#smize 
#nyc 
#brooklyn 
#95degrees 
#sweat
#outchea 
#trade 
#🤤🤤🤤 @ Brooklyn, New York https://t.co/fGkVLmEfam",https://twitter.com/Chevylosophies/status/1286359900340105216,Sat Apr 04 06:17:36 +0000 2009,Chevylosophies,False,,176,79,154,1,,John David Chevalier,Chevylosophies,2070,,http://chillnchevy.tumblr.com,False
455,"-73.965568,40.782477",Thu Jul 23 18:11:35 +0000 2020,dadysgirl daddydaughter blackgirls daddyslittlegirl,,https://www.instagram.com/p/CC_n_BYBzPL/?igshid=czy72db0r35i,1,1286363343972782080,,,,en,"Manhattan, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",This is what play time in a pandemic looks like lol 😂 #dadysgirl #daddydaughter #blackgirls #daddyslittlegirl @ Central Park https://t.co/XrxXpSx6yx,https://twitter.com/MarqSmalls/status/1286363343972782080,Fri Apr 03 04:44:09 +0000 2009,MarqSmalls,False,Rebel with a cause. Great leader & team player. A Loving human. Educating Enlightening and Entertaining the world. Teacher/Writer/Director/Producer/Coach/Father,952,1072,2213,35,New York City,Marquis Smalls,MarqSmalls,5016,,http://www.youtube.com/marquie007,False
486,"-73.21344,40.72856",Thu Jul 23 19:47:00 +0000 2020,,,https://www.instagram.com/p/CC_zGlNH0kZ/?igshid=5fu52ljinx0t,1,1286387355457265664,,,,en,"Islip, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Each year for the past 4 years now I have been teaching comedy to fellow Military Veterans at @project9line on Long Island.
This year unfortunately I couldn't do it live in person, because of the pandemic, so I have… https://t.co/UO5xp41lfB",https://twitter.com/TugboatManny/status/1286387355457265664,Sun Mar 10 05:59:45 +0000 2013,TugboatManny,False,I'm a #MentalHealth advocate who proudly teaches the fine art of stand up #comedy to other fellow #Military #Veterans!,4236,231,159,3,"Long Island, New York",Tugboat Manny,TugboatManny,1852,,http://www.veteranscomedyassault.org/tugboat-manny.html,False
500,"-74.00187056,40.7332086",Thu Jul 23 18:46:04 +0000 2020,,https://twitter.com/chismetime/status/1286372023854194688/photo/1,http://dlvr.it/RcDgYb,0,1286372023854194688,,,,en,"Manhattan, NY",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Do We Need to Tell Our Son That His Dad Has Coronavirus?: He is 8 years old and very afraid of us getting sick. https://t.co/nuXz6mTnDf (vía NYtimes) https://t.co/bsMplXzE82,https://twitter.com/chismetime/status/1286372023854194688,Mon Nov 23 06:00:07 +0000 2009,chismetime,False,"Spanish & English gossip news / chismes. I love all chismes! (sources: TMZ, PerezHilton, En el Brasero and mx hola! we added +news/noticias (El Universal) xx",1,276,12,5,Your tongue,Chisme Time,chismetime,207723,,https://www.facebook.com/chismetimeone,False
522,"-73.99008,40.71653",Thu Jul 23 20:00:31 +0000 2020,,,https://www.instagram.com/p/CC_0o0nhu96/?igshid=1ft6dqy6yje9w,0,1286390756916129792,,,,en,"Manhattan, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Join us this Saturday for Downtown Gallery Weekend, when galleries across the neighborhood will be open together. 

Klaus will be open from 11-6 and practicing social distancing. Face masks are required for entry.… https://t.co/JsepggwAkY",https://twitter.com/KlausGallery/status/1286390756916129792,Thu Apr 24 18:49:06 +0000 2014,KlausGallery,False,,294,515,494,11,54 Ludlow Street,Klaus Gallery,KlausGallery,1093,,http://www.klausgallery.com,False
526,"-73.94596,40.74912",Thu Jul 23 20:59:30 +0000 2020,TBT,,https://www.instagram.com/p/CC_7Zp7FEVq/?igshid=1wpkvolil5l5b,0,1286405602860773376,,,,en,"Queens, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#TBT to pre-Covid days: Mary Helen O'Brien and Roman Dean finish frames in our Long Island City shop. Carving and hand finishing with gesso and casein finishes represent some of our traditional treatments. Our… https://t.co/BNpeX82vfB,https://twitter.com/BarkFrameworks/status/1286405602860773376,Sun Jun 24 00:15:29 +0000 2012,BarkFrameworks,False,Bark Frameworks designs and builds frames for contemporary and modern art with the simple goal of serving the art being presented. Est. 1969. Employee-owned.,191,128,64,3,"Long Island City, NY",Bark Frameworks,BarkFrameworks,1168,,http://www.barkframeworks.com,False
556,"-73.95,40.65",Thu Jul 23 22:35:28 +0000 2020,,,https://www.instagram.com/p/CDAGYmahC2y/?igshid=rn6el0e25szh,0,1286429754954878976,_FMHipHop,,2691381872.0,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",@_FMHipHop and mixhaella had the pleasure of checking in with kgoddessofficial to what she’s doing during the pandemic and find out what she’s got in store in the future. She dropped a new single and announced her… https://t.co/5qs8ChTJgs,https://twitter.com/AyeYoKells1/status/1286429754954878976,Wed May 06 03:25:40 +0000 2009,AyeYoKells1,False,A DOPE Celebrity Entertainment Publicist  IG @keepingupwithkellsonline  @thejamisonagency,1558,3897,2656,61,"Charlotte, NC",KeepingUpWithKells,AyeYoKells1,73476,,http://www.instagram.com/keepingupwithkellsonline,False
557,"-73.99386,40.75394",Thu Jul 23 22:17:33 +0000 2020,taxes legit receipts documentation homeless alittlelessconversation alotmoreaction accountants ocd actortax thanksalot covid19 bottomline,,https://www.instagram.com/p/CDAEHXTp2l6/?igshid=13wlysewu1tgr,0,1286425246052913152,,,,en,"Manhattan, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Porn for the Obsessive... #taxes #legit #receipts #documentation #homeless #alittlelessconversation #alotmoreaction #accountants #ocd #actortax #thanksalot #covid19 @nychra #bottomline sbagov nyc_arts… https://t.co/fZOhkt2IRR,https://twitter.com/rubennavarronyc/status/1286425246052913152,Wed Nov 09 19:37:59 +0000 2016,rubennavarronyc,False,"Actor/Dir. Cultural Anthro, Tenor, Owner, Sol de Rey Omnimedia Inc. https://t.co/T2QOonPHSh https://t.co/bwUXjALRmY",3533,168,613,31,"New York, NY",Ruben Navarro,rubennavarronyc,7426,,http://www.rubennavarronyc.com,False
578,"-78.71297,42.95376",Thu Jul 23 21:56:32 +0000 2020,,,,0,1286419953281892352,,,,en,"Amherst, NY",,0,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",Ill be honest I’m here because I got the message that my Tinder Date stood me up late. Though TBH I’m soaking in the people complaining about their work environment &amp; rollover talk as working from home kinda gets dull with the social interaction. Thanks to Ms never wife material!,https://twitter.com/mjvinny/status/1286419953281892352,Sun Apr 08 20:51:06 +0000 2007,mjvinny,False,"Ideally Preppy but secretly a bit edgy in my musical taste & other aspects of life. Passionate about coffee, concerts, craft beer & periscope",398,144,82,16,"Western NY, Ontario & SRQ",Vinny,mjvinny,12761,,,False
586,"-73.9591432,40.6902135",Thu Jul 23 21:29:41 +0000 2020,,,https://www.instagram.com/p/CC_-2s0gGAigQjX3LzMbWFUUjqYgr1puyOw6d00/?igshid=17f2xx01fmzdd,0,1286413199609335808,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Limited Entry/Seating  RESERVE NOW
‼SOCIAL DISTANCING MANDATORY ‼ 
GREAT FOOD||MUSIC||OutDoor Vibes|| IGLive

Wit DJ KOOL KID &amp; REMMOI $ DOLLAZ BookNow… https://t.co/pL2CC6gVox",https://twitter.com/remy_ctm/status/1286413199609335808,Thu May 01 02:11:37 +0000 2014,remy_ctm,False,,20,58,286,3,,REMMOI $ DOLLAZ,remy_ctm,1181,,,False
594,"-73.9689558,40.6602037",Thu Jul 23 22:08:35 +0000 2020,baked fish roasted veggies potatoes homecooking covid19 summercooking American food foodie traveldiaries fooddiary,,https://www.instagram.com/p/CDADTiMpQnA/?igshid=1b0leyjsxaweq,0,1286422986438971392,,,,en,"Brooklyn, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","What are you having for dinner tonight? Home cooked meal or take out?
...
...
...
#baked #fish #roasted #veggies #potatoes #homecooking #covid19 #summercooking #American #food #foodie #traveldiaries #fooddiary… https://t.co/SiW7pe6llN",https://twitter.com/mash1n/status/1286422986438971392,Sun Jul 26 15:31:28 +0000 2009,mash1n,False,"Full of life, love to #entertain, working in the #EntertainmentIndustry, can speak 4 languages fluently & love meeting new people. :D",57,159,258,6,"New York, NY",Nashvillenash,mash1n,3279,,http://about.me/nashin,False
631,"-73.98405522,40.76105099",Thu Jul 23 23:11:49 +0000 2020,tbt COVID19,,https://www.instagram.com/p/CDAKiwQp7Sd/?igshid=dmlnjh3e4573,0,1286438902702596096,,,,en,"Manhattan, NY",True,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#tbt. 
I had no idea when I was going to @carolinesonbway for what seemed like almost every weekend the 1st month of the year that 6 months later all these things would happen.

Yes, #COVID19 turned a lot of things… https://t.co/RbJXiglrWD",https://twitter.com/ashatarry/status/1286438902702596096,Thu Sep 01 17:15:39 +0000 2011,ashatarry,False,"Life Coach. MH Therapist. Writer
My new book is available for pre-order @
https://t.co/jSiz24abiH 
Thrive Global, https://t.co/T30A0Fp0b9 https://t.co/03E75Nti28, https://t.co/TdlZQtsRWJ",5487,2153,3469,103,"New York, USA/International ",Asha Tarry,ashatarry,45495,,http://www.LifeCoachAsha.com,False
649,"-74.00187056,40.7332086",Fri Jul 24 00:43:06 +0000 2020,,https://twitter.com/chismetime/status/1286461874154790912/photo/1,http://dlvr.it/RcFW5m,0,1286461874154790912,,,,en,"Manhattan, NY",False,0,,,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","California Is Once Again at the Center of the Coronavirus Crisis: The state was the first to issue a stay-at-home order, helping to control an early outbreak. It has now surpassed New York for the most known cases of the virus. https://t.co/OQumMDejFx (vía NYtimes) https://t.co/dewjhs6IXf",https://twitter.com/chismetime/status/1286461874154790912,Mon Nov 23 06:00:07 +0000 2009,chismetime,False,"Spanish & English gossip news / chismes. I love all chismes! (sources: TMZ, PerezHilton, En el Brasero and mx hola! we added +news/noticias (El Universal) xx",1,276,12,5,Your tongue,Chisme Time,chismetime,207723,,https://www.facebook.com/chismetimeone,False
673,"-74.0064,40.7142",Fri Jul 24 01:22:00 +0000 2020,votetrumpout2020 covid19,,https://www.instagram.com/p/CDAZcTCFMZS/?igshid=a66od3a2ms1h,0,1286471663354359808,,,,en,"Manhattan, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",#votetrumpout2020 #covid19 @ United States of America https://t.co/fph57amZDd,https://twitter.com/JAKLY79/status/1286471663354359808,Mon Mar 30 12:39:42 +0000 2009,JAKLY79,False,Looking to take flight as an Internet marketer #FullSailAlumni,359,705,2016,35,"ÜT: 40.807935,-73.193168",J. Akly,JAKLY79,9316,,http://www.linkedin.com/in/jakly,False
674,"-73.86241389,40.75024722",Fri Jul 24 01:26:37 +0000 2020,,,https://www.instagram.com/p/CDAZ99cnQg6/?igshid=1gphupe3wib3e,0,1286472822492221440,,,,en,"Queens, NY",False,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",It was a cigar smoking kind of Thursday. @ North Corona https://t.co/ahkelzRDXx,https://twitter.com/BrujoEmpresario/status/1286472822492221440,Sun Apr 19 04:54:48 +0000 2009,BrujoEmpresario,False,"Babalorixa/Pai de Santo of Candomble. Omo- Lógunède, Ordained Minister, Historian, Spiritual Reader/Advisor, Queer Brujo, Co-Owner of @lemuriaemporium",1020,1371,1373,34,New York,BrujoEmpresario,BrujoEmpresario,21143,,http://www.tarotvoyages.com,False
